sample_id	subpopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
S_00997	indica	0.289381	0.027858	-0.00299	0.009563	0.003303	0.026928	-0.006934	0.012443	0.042096	-0.016478
S_00998	indica	0.197197	0.071486	0.036876	0.016777	0.007727	-0.001569	-0.034868	-0.017864	0.021421	-0.009784
S_00999	indica	0.181665	-0.009009	-0.00314	-0.009174	-0.043924	0.008099	-0.000404	0.004918	-0.008171	0.013232
S_01000	indica	0.146869	0.066029	0.016132	0.019324	-0.004595	-0.045192	-0.021262	-0.03511	0.000702	0.007751
S_01001	indica	0.319743	-0.062257	-0.009896	-0.032597	0.054945	0.012413	0.02568	-0.00836	-0.006237	-0.005322
S_01002	indica	0.061803	-0.066606	-0.00075	0.005792	0.023214	0.005281	-0.012458	-0.017223	-0.012828	0.036773
S_01003	indica	0.210156	-0.023203	0.032409	0.01175	0.009297	-0.022907	0.019339	-0.02329	-0.001923	-0.02529
S_01004	indica	0.293703	0.011525	-0.007125	-0.019963	-0.009759	0.004832	-0.039456	0.016212	0.019035	-0.002097
S_01005	indica	0.220036	0.03861	0.013581	0.005173	-0.012188	-0.007587	-0.000664	-0.041873	0.006945	-0.024966
S_01006	indica	0.208264	-0.021585	-0.006898	-0.035946	0.009228	0.00482	0.002526	0.005421	-0.017106	0.023648
S_01007	indica	0.199784	0.028318	-0.017939	-0.014119	0.005746	0.00556	-3.1e-05	0.025052	-0.032588	0.001039
S_01008	indica	0.115959	0.082122	0.005866	0.031058	0.032483	-0.012525	-0.007718	0.028083	-0.015558	-0.002649
S_01009	indica	0.175372	-0.087461	0.04051	0.014297	-0.007697	-0.02681	-0.00251	0.013258	0.035559	0.04144
S_01010	indica	0.209913	0.075925	0.00471	0.018721	0.004483	-0.010119	0.030666	-0.004284	-0.012938	-0.017787
S_01011	indica	0.25054	0.024875	0.01578	0.003398	-0.027982	0.024928	0.013953	0.008192	-0.018046	-0.014881
S_01012	indica	0.236051	-0.065397	0.013049	0.003739	0.008506	0.019464	0.016154	0.005504	-0.017865	-0.004773
S_01013	indica	0.278202	-0.007784	0.035437	-0.028147	0.03047	-0.020029	-0.028306	-0.018203	-0.020337	0.031629
S_01014	indica	0.140629	0.004223	-0.004245	-0.032337	0.009006	0.003378	-0.02439	0.02067	-0.017296	-0.035571
S_01015	indica	0.259249	-0.046156	-0.023273	-0.01142	-0.011829	-0.001412	-0.024307	0.022458	0.009467	-0.004849
S_01016	indica	0.3039	-0.010866	0.00806	-0.002565	1.1e-05	0.025022	-0.010473	0.017082	-0.014172	-0.012582
S_01017	indica	0.14205	-0.108227	0.010118	-0.025433	0.018414	0.018254	-0.006763	0.014144	0.009646	0.020099
S_01018	indica	0.136179	0.003518	0.022356	-0.004867	0.007831	-0.011629	0.044112	0.017013	-0.004542	0.02708
S_01019	indica	0.189548	-0.001136	0.014551	0.030824	-0.006595	0.039786	0.019671	0.020228	0.016742	0.022124
S_01020	indica	0.225846	-0.012034	0.029492	0.007277	0.016862	-0.020235	0.030696	0.008285	0.029386	0.011809
S_01021	indica	0.195397	0.024706	-0.017171	-0.035551	-0.019249	0.025359	-0.014972	-0.010961	0.019147	0.010135
S_01022	indica	0.154466	-0.024023	-0.008834	0.017127	0.009148	-0.018616	-0.025666	-0.031785	0.011069	0.013919
S_01023	indica	0.210729	-0.07306	-0.024351	0.015856	-0.052982	0.009871	-0.00852	-0.008197	0.044361	0.01277
S_01024	indica	0.209479	-0.028097	-0.028137	-0.022992	-0.034769	-0.002362	-0.026363	-0.001357	-0.007751	0.011552
S_01025	indica	0.20542	-0.034353	-0.002912	-0.019374	0.008083	-0.000111	0.041413	0.021864	0.003764	0.023366
S_01026	indica	0.131236	-0.054722	-0.028293	0.016002	0.014099	-0.020036	0.021444	0.007182	-0.021317	-0.003301
S_01027	indica	0.184434	0.091007	-0.003999	0.014416	0.001487	0.034138	-0.014272	0.016825	-0.000113	-0.009904
S_01028	indica	0.20342	0.075244	0.013838	-0.012958	-0.014193	0.019031	0.025024	-0.014877	-0.017235	-0.013407
S_01029	indica	0.13078	0.01659	0.004801	-0.009167	-0.033657	-0.008106	-0.022173	0.014542	0.010038	0.01185
S_01030	indica	0.186172	0.02912	0.018227	0.010246	0.026055	-0.002753	-0.023147	-0.02548	0.033067	-0.024065
S_01031	indica	0.227963	-0.01807	-0.002135	0.025346	0.029836	-0.014011	0.003691	0.003757	-0.027813	0.012786
S_01032	indica	0.229556	-0.022999	0.030021	-0.033252	0.015425	-0.010588	-0.020862	0.014698	-0.002382	-0.009783
S_01033	indica	0.299425	-0.097225	-0.023245	-0.015056	0.006081	-0.000224	-0.001323	-0.018682	-0.01946	0.006473
S_01034	indica	0.090968	0.01396	-0.005566	0.022085	0.008444	0.00953	0.004459	-0.044328	0.007712	-0.003245
S_01035	indica	0.261093	-0.069561	-0.019806	0.021124	-0.015608	0.014773	-0.026598	-0.00145	0.008491	-0.003071
S_01036	indica	0.182113	0.030818	-0.039253	-0.016732	-0.033808	-0.018539	-0.015818	0.007849	-0.005237	0.011393
S_01037	indica	0.265668	0.064225	-0.005805	-0.05991	0.005918	0.023467	-0.024627	-0.012575	0.01328	0.009581
S_01038	indica	0.232896	0.011177	-0.038597	0.015586	-0.010701	0.043397	0.033387	-0.002352	0.026365	-0.013535
S_01039	indica	0.223551	0.010285	0.017754	-0.028452	0.042523	0.00738	0.02413	-0.006219	0.000701	-0.002204
S_01040	indica	0.204719	-0.032779	0.013842	0.045646	-0.029269	-0.014036	-0.037391	-0.004937	-0.002685	0.009256
S_01041	indica	0.166965	-0.131235	-0.019996	0.007283	-0.003277	0.039854	0.032409	-0.001411	0.013903	0.012487
S_01042	indica	0.290623	0.029215	-0.002524	-0.017623	-0.016062	-0.000713	-0.016351	-0.017549	0.005298	-0.030878
S_01043	indica	0.144551	0.102918	-0.042413	0.018869	0.004793	-0.016812	0.015988	-0.0247	0.003871	-0.003748
S_01044	indica	0.193018	-0.026615	0.012677	0.014726	0.02803	-0.010459	-0.001099	0.011409	0.012706	-0.029944
S_01045	indica	0.18997	0.017654	0.034901	-0.034524	0.020749	-0.026014	0.007462	0.00015	-0.012788	-0.004854
S_01046	indica	0.224952	0.034558	-0.001605	0.019499	-0.024631	-0.014338	-0.029112	0.002894	0.007188	0.01529
S_01047	indica	0.203599	0.028001	-0.035545	0.003346	-0.014651	0.011781	-0.008947	0.001076	0.031395	0.026769
S_01048	indica	0.199522	-0.069807	0.017418	-0.003395	-0.005189	-0.008458	-0.0171	0.003852	0.023369	0.020224
S_01049	indica	0.169353	-0.119187	-0.035959	0.003687	-0.020564	0.001401	0.001575	0.016509	-0.041959	-0.001975
S_01050	indica	0.202304	-0.041571	0.002127	-0.01543	-0.008215	0.018159	-0.018845	0.007195	0.013473	-0.008271
S_01051	indica	0.190612	-0.074566	0.00717	-0.015611	-0.021998	0.013997	0.006806	0.011765	-0.034313	-0.034437
S_01052	indica	0.15782	-0.055669	-0.003171	-0.002458	-0.006253	-0.035471	0.02635	0.016781	0.02907	-0.017882
S_01053	indica	0.116182	-0.049239	-0.018835	-0.002217	0.003721	0.011081	-0.038647	-0.008817	0.004655	0.035652
S_01054	indica	0.243077	-0.049348	0.006971	0.031762	0.005041	-0.001995	0.047116	0.005961	0.01611	0.012099
S_01055	indica	0.163485	-0.017716	-0.004595	0.013711	0.002116	-0.014927	-0.001445	0.010173	0.006198	-0.028524
S_01056	indica	0.264183	0.050545	-0.001056	0.008359	0.028619	0.014332	0.001611	-0.02066	0.037505	0.003484
S_01057	indica	0.171076	-0.04185	-0.003145	-0.035337	0.009358	0.025631	-0.006738	0.016356	-0.004342	-0.000338
S_01058	indica	0.191989	0.018478	-0.002616	0.029103	-0.016328	0.002966	0.043539	0.02882	-0.021318	-0.008595
S_01059	indica	0.259257	-0.061147	0.000126	0.003725	-0.020002	0.000373	-0.017532	0.018038	0.011073	0.008963
S_01060	indica	0.256989	-0.030271	0.002155	0.019099	-0.026469	-0.011091	-0.018037	0.031653	0.008852	-0.001355
S_01061	indica	0.255671	0.082751	-0.015138	0.00097	0.017471	0.021482	-0.031605	0.005309	-0.013291	-0.005915
S_01062	indica	0.202936	-0.065947	-0.00684	0.016824	0.010298	0.014289	-0.018735	-0.008151	0.030608	0.001072
S_01063	indica	0.201342	-0.126529	-0.016625	-0.004897	-0.01018	-0.01439	-0.006144	-0.023242	0.03961	-0.048714
S_01064	indica	0.222374	-0.007313	-0.006085	-0.018435	0.000515	-0.011883	-0.00014	-0.012058	-0.049404	0.020427
S_01065	indica	0.258472	-0.005853	0.017228	0.031677	-0.033146	0.002673	-0.019318	-0.005888	-0.006193	0.020471
S_01066	indica	0.16124	0.107871	-0.01081	-0.021782	-0.014454	-0.012759	-0.006482	-0.008947	-0.013383	-0.001969
S_01067	indica	0.127144	-0.082681	-0.015101	-0.001848	-0.045651	0.010845	0.028626	-0.014118	0.00647	-0.008629
S_01068	indica	0.087719	-0.038026	0.020714	0.00128	0.004367	0.006038	0.017111	-0.002493	0.011748	0.028451
S_01069	indica	0.146285	-0.033495	0.020855	0.008426	0.010302	0.015461	-0.013339	-0.0052	-0.031643	-0.0332
S_01070	indica	0.181076	0.087705	0.017912	-0.019538	-0.009606	0.026293	-0.012591	0.008758	-0.028383	-0.007481
S_01071	indica	0.228159	-0.005037	-0.001965	-0.016091	-0.000755	0.009262	0.007726	-0.025463	0.001803	-0.017814
S_01072	indica	0.208939	-0.09971	-0.006181	0.035764	0.020526	-0.021494	-0.011965	0.002018	0.012511	-0.058802
S_01073	indica	0.287865	0.037096	0.007268	0.009553	0.012469	-0.01253	0.005198	-0.003982	-0.021469	-0.001582
S_01074	indica	0.171071	-0.066432	-0.009991	-2.4e-05	-0.018093	-0.007183	-0.017067	0.014946	-0.009195	0.022493
S_01075	indica	0.077299	-0.044564	0.0273	-0.041737	0.035678	-0.012721	-0.009206	-0.037158	-0.021556	-0.008611
S_01076	indica	0.219871	-0.108541	-0.019985	-0.00761	-0.002619	0.003693	-0.014889	0.016742	-0.015552	-0.028305
S_01077	indica	0.215149	0.053048	0.047355	-0.000625	-0.009289	0.008457	-4.4e-05	-0.002929	-0.022838	0.008699
S_01078	indica	0.249121	-0.019196	0.01593	0.010696	-0.001066	0.045114	-0.004091	-0.003247	-0.003564	0.02255
S_01079	indica	0.286038	0.003929	-0.000535	0.028017	0.036629	-0.006716	0.029912	-0.034719	0.028285	-0.000492
S_01080	indica	0.130923	-0.016907	0.023559	-0.023577	0.001971	-0.005222	0.041702	0.00764	0.018658	0.026794
S_01081	indica	0.219712	-0.043857	-0.033839	0.018722	0.026742	0.009827	0.008372	0.003457	-0.055079	-0.015658
S_01082	indica	0.226127	0.055885	0.037903	0.003986	0.010098	-0.014228	-0.010992	-0.042052	-0.041085	-0.024946
S_01083	indica	0.05777	-0.035448	-0.031297	0.021799	-0.003546	-0.006415	0.01072	-0.021025	-0.001104	-0.008303
S_01084	indica	0.153343	-0.004413	0.007521	0.022511	0.015426	0.029343	0.000843	-0.001369	-0.002765	0.01838
S_01085	indica	0.156208	0.043544	-0.008558	-0.02439	-0.009676	0.002291	0.027248	0.017427	0.010522	0.024593
S_01086	indica	0.2969	-0.042608	0.003376	-0.013596	-0.005806	0.00584	-0.002423	-0.014859	0.014955	-0.024471
S_01087	indica	0.229471	-0.043421	0.000391	-0.010667	0.02955	0.010291	0.004809	0.009896	-0.00573	0.013118
S_01088	indica	0.244556	0.092902	0.007393	0.014997	-0.005073	-0.014835	-0.026244	0.00167	-0.016679	0.023306
S_01089	indica	0.118369	0.005055	0.002688	-0.004766	0.010021	-0.017011	-0.013368	-0.003249	-0.005463	-0.017635
S_01090	indica	0.237523	-0.119182	0.008195	0.029918	-0.037631	-0.00089	0.002397	-0.008389	0.002265	-0.015291
S_01091	indica	0.183309	-0.017976	0.02195	0.019425	0.004269	0.010112	-0.0165	-0.010014	-0.019185	0.018496
S_01092	indica	0.288157	-0.001531	-0.027718	-0.029322	0.020896	0.001038	-0.014665	0.024899	0.035736	0.026035
S_01093	indica	0.174958	0.041428	0.001638	0.003861	0.008029	-0.020573	-0.018982	-0.009817	-0.030575	0.02241
S_01094	indica	0.197072	0.036344	-0.015805	0.025654	-0.016482	0.05054	0.024368	-0.023634	0.019318	-0.013876
S_01095	indica	0.108014	0.027746	0.0194	-0.005771	0.02358	0.004277	0.036862	-0.019561	0.046713	-0.010369
S_01096	indica	0.248595	0.129743	0.000123	-0.01055	-0.025313	0.043962	0.016907	-0.003189	0.00357	-0.035788
S_01097	indica	0.163521	-0.01185	0.011298	6e-05	0.012558	-0.011362	0.012849	0.007103	0.002514	0.008323
S_01098	indica	0.200983	0.069101	0.010953	-0.015972	-0.018203	0.002609	-0.029963	0.00556	-0.013974	-0.041913
S_01099	indica	0.143108	-0.118566	-0.009218	-0.032665	0.008645	0.005941	0.000877	-0.010672	0.006224	-0.042281
S_01100	indica	0.238789	-0.107976	-0.017808	0.009131	0.020845	0.010075	-0.001597	-0.026529	0.004846	0.026959
S_01101	indica	0.204372	-0.077594	-0.019921	0.031456	-0.025646	-0.021371	0.024757	-0.014728	0.008346	0.009845
S_01102	indica	0.213301	0.040569	-0.01555	0.024644	-0.014629	0.007372	-0.028119	0.024225	0.049254	0.010953
S_01103	indica	0.166742	-0.004257	-0.015638	-0.034542	-0.008106	0.001816	-0.003616	-0.008512	0.023427	-0.027442
S_01104	indica	0.249859	-0.017009	-0.017559	-0.008903	-0.02215	0.006482	0.019632	-0.005051	0.002274	-0.016839
S_01105	indica	0.19343	0.063014	-0.028648	-0.021831	-0.018384	0.005939	-0.017819	0.002989	-0.018596	-0.00416
S_01106	indica	0.234882	-0.183626	-0.019281	-0.003893	-0.005202	-0.010165	-0.024281	0.039838	-0.011199	-0.007122
S_01107	indica	0.234807	-0.109332	-0.006059	0.001761	-0.002016	0.009981	-0.019089	0.001247	0.023366	-0.019537
S_01108	indica	0.197213	0.032833	-0.010575	0.035445	-0.012101	-0.003331	-0.00234	0.002944	-0.01285	0.025364
S_01109	indica	0.152015	-0.052581	0.031903	0.007471	7.2e-05	0.00838	0.026695	0.018038	-0.014255	-0.015749
S_01110	indica	0.173496	0.135645	-0.005596	-0.013877	0.017355	-0.033762	-0.002644	-0.02421	-0.00771	0.002061
S_01111	indica	0.174693	0.002962	0.028203	-0.004133	0.014472	-0.013246	0.008039	-0.001002	0.029869	-0.014647
S_01112	indica	0.186841	-0.015094	0.014667	-0.004729	-0.023735	-0.03395	0.011066	-0.018223	0.009708	0.008715
S_01113	indica	0.194525	0.029314	-0.039099	-0.003458	0.001406	0.035797	-0.015928	0.016082	0.001443	-0.021387
S_01114	indica	0.195975	-0.12397	-0.005011	0.029416	-0.034724	-0.026803	-0.006957	-0.014363	-0.003245	0.002141
S_01115	indica	0.171141	-0.004961	-0.002892	0.026886	0.017303	-0.002641	0.000685	0.003758	-0.003279	0.006475
S_01116	indica	0.175955	0.069991	0.012384	-0.023577	-0.011829	-0.013378	-0.035349	0.029604	0.018195	0.00144
S_01117	indica	0.161388	0.03189	-0.032011	0.007803	0.007574	0.029996	-0.007151	-0.013605	0.038314	0.007876
S_01118	indica	0.280108	-0.037884	-0.017058	-0.006919	0.015261	0.055856	-0.011312	0.012169	-0.011959	0.027475
S_01119	indica	0.279657	-0.005655	0.009302	0.016128	-0.060172	0.027611	0.053272	0.007892	-0.021789	-0.008068
S_01120	indica	0.210822	0.112129	0.018501	0.020128	0.005295	-0.007319	0.012316	0.061026	-0.011327	-0.005395
S_01121	indica	0.253601	0.065548	-0.001974	-0.020156	-0.028002	0.018139	-0.023551	0.0133	-0.008025	0.017222
S_01122	indica	0.295156	0.054988	0.032824	-0.008375	-0.010233	0.02256	-0.030848	0.024818	-0.022321	0.000725
S_01123	indica	0.227843	-0.078548	0.011106	-0.005755	-0.005896	0.023954	-0.011256	0.019293	0.020466	0.038519
S_01124	indica	0.13383	0.036764	0.020286	-0.003311	-0.018185	-0.021	0.017924	0.021275	0.027058	-0.000185
S_01125	indica	0.18198	-0.163224	-0.006888	0.013514	-0.020492	-0.009534	0.016178	0.010405	-0.001832	-0.041432
S_01126	indica	0.155389	-0.082958	0.025489	-0.02949	0.010144	0.016295	0.008759	-0.008797	0.041634	-0.017355
S_01127	indica	0.176201	0.023338	0.010734	-0.008386	-0.014552	0.003622	-0.048218	-0.036559	0.015549	-0.0514
S_01128	indica	0.169196	-0.021039	-0.014245	-0.010908	0.010329	-0.005665	-0.049809	0.012053	0.005122	0.000222
S_01129	indica	0.145139	-0.127834	0.039801	-0.001117	0.018781	0.008891	-0.001998	0.03167	0.025095	0.023859
S_01130	indica	0.153814	-0.079535	0.022646	0.0034	-0.002498	-0.016465	-0.029856	0.022155	0.002235	-0.018875
S_01131	indica	0.183214	-0.090473	-0.012477	-0.017089	0.007992	0.007898	-0.002931	0.03724	0.000219	-0.009736
S_01132	indica	0.227852	0.032465	-0.023642	0.03734	0.003878	-0.013177	0.023493	0.016429	0.038288	0.019228
S_01133	indica	0.153608	-0.018648	-0.001051	0.0167	-0.033088	0.01199	-0.008078	-0.02463	-0.028068	-0.018928
S_01134	indica	0.22726	0.018239	0.003486	0.018936	-0.010795	0.012603	0.011042	-0.003992	-0.015139	-0.016933
S_01135	indica	0.1519	-0.002702	-0.001213	-0.030801	0.010067	0.013239	-0.021259	0.018927	0.013581	0.002415
S_01136	indica	0.172324	0.053297	-0.001891	0.031907	-0.001902	-0.066614	-0.023045	0.015484	0.008809	0.016122
S_01137	indica	0.262732	0.075389	-0.007614	0.017811	0.015287	-0.01725	0.011879	0.021327	0.019272	0.038053
S_01138	indica	0.341215	-0.008159	-0.009435	0.014389	0.002596	0.015943	0.006181	-0.03475	-0.011039	-0.015193
S_01139	indica	0.071227	0.012126	0.031842	-0.021261	0.019789	-0.028827	-0.014236	-0.002174	0.008683	0.028244
S_01140	indica	0.176252	-0.004882	-0.003574	0.006548	-0.023368	-0.00813	-0.002229	-0.04054	0.006672	-0.001254
S_01141	indica	0.157082	-0.039229	-0.001251	0.032777	-0.010731	-0.026955	0.000944	0.03058	-0.005515	0.001562
S_01142	indica	0.139808	-0.068612	0.010903	0.007051	0.003523	-0.006342	0.019953	-0.013905	0.013335	0.005364
S_01143	indica	0.130783	-0.061139	-0.024195	0.005525	0.003437	-0.017187	-0.008815	-0.009861	0.006211	0.005574
S_01144	indica	0.222076	0.049172	0.005043	0.022559	-0.02394	-0.011142	0.006253	-0.00745	0.026222	-0.022678
S_01145	indica	0.234513	0.080018	-0.016614	-0.014539	0.033522	0.000104	-0.018731	-0.013854	0.010599	0.021306
S_01146	indica	0.052643	-0.034004	-0.012333	0.038254	9.9e-05	0.016049	-0.015931	-0.006454	-0.05115	0.020235
S_01147	indica	0.262657	-0.043959	-0.022806	0.049098	-0.011732	0.002199	0.019493	0.008517	-0.015335	0.042898
S_01148	indica	0.118759	0.008546	-0.012331	-0.00305	0.006105	-0.033377	0.005408	0.022981	-0.010472	0.022249
S_01149	indica	0.238	0.009197	-0.020098	-0.016526	0.006581	0.00963	0.003611	-0.034924	0.016462	-0.021967
S_01150	indica	0.279917	0.103082	0.028914	-0.00344	0.008387	-0.033765	-0.005647	0.046138	-0.038782	0.006899
S_01151	indica	0.187022	0.010343	-0.009387	0.016167	-0.000657	-0.02185	-0.017839	0.009048	-0.029406	0.016865
S_01152	indica	0.069352	0.067519	-0.021928	0.028784	0.033719	-0.005344	0.030989	0.003812	0.008168	0.030695
S_01153	indica	0.182063	0.034119	-0.015436	0.03184	-0.011733	0.022783	0.004346	0.013219	-0.039396	-0.000729
S_01154	indica	0.232679	0.006546	-0.010441	0.020338	-0.004046	-0.022166	0.006037	-0.001107	-0.016446	-0.025706
S_01155	indica	0.255627	-0.058139	-0.005144	0.026835	-0.006542	0.00654	-0.010276	-0.012362	-0.030936	0.033173
S_01156	indica	0.222419	-0.000531	-1.9e-05	-0.017717	0.003265	-0.02041	0.006609	0.009313	-0.004037	0.012736
S_01157	indica	0.235874	0.002375	-0.030445	-0.01497	-0.001656	0.024557	-0.001082	0.004063	0.001039	-0.007434
S_01158	indica	0.218922	-0.112171	-0.015331	0.036072	0.017981	-0.012203	0.009549	-0.008463	-0.021791	0.004395
S_01159	indica	0.153514	0.056412	-0.004372	-0.014723	-6.4e-05	-0.004327	0.015067	0.014005	-0.018358	0.013999
S_01160	indica	0.267459	0.000622	0.020472	-0.01246	0.021334	0.002179	0.023212	0.004744	0.010557	-0.033728
S_01161	indica	0.120499	-0.017106	-0.021634	-0.024345	-0.049609	-0.021581	0.004706	-0.024184	0.011635	-0.036917
S_01162	indica	0.312313	0.049279	-0.048502	-0.040141	0.000409	-0.034141	-0.014612	0.00677	-0.039313	0.012423
S_01163	indica	0.192025	-0.106819	0.025907	0.012798	-0.013102	0.0207	-0.013078	-0.034666	-0.003798	0.001718
S_01164	indica	0.192026	-0.024032	0.001842	-0.003442	0.003272	0.020857	-0.00079	0.014182	-0.008121	-0.015824
S_01165	indica	0.113277	0.002033	0.003265	-0.025939	-0.025185	0.032619	0.007732	-0.008525	0.001956	-0.013448
S_01166	indica	0.2037	-0.008566	-0.030951	-0.023063	0.004588	-0.024501	0.017097	-0.005007	-0.005772	0.013262
S_01167	indica	0.210901	0.027728	-0.014138	0.007284	0.012892	-0.005454	-0.006681	0.008575	0.017325	-0.012775
S_01168	indica	0.227026	-0.070679	-0.030987	0.011387	-0.001239	-0.01953	-0.019071	0.006622	0.005386	0.018817
S_01169	indica	0.208327	-0.045072	0.020055	0.039419	-0.001624	-0.010059	0.00042	-0.01012	-0.02719	0.001864
S_01170	indica	0.197897	-0.072799	0.021031	0.054089	0.005814	-0.017974	-0.000324	0.009742	-0.002326	0.000645
S_01171	indica	0.217761	-0.077655	0.011703	-0.01461	0.035873	-0.012729	-0.035534	0.015603	-0.025262	0.076609
S_01172	indica	0.271508	0.022131	-0.017372	0.014429	0.015285	-0.004828	-0.010625	-0.014125	0.009594	0.011706
S_01173	indica	0.169474	-0.033255	0.017204	0.025576	0.000548	-0.007086	0.012969	-0.037971	-0.010234	-0.016342
S_01174	indica	0.168116	-0.003295	0.021982	0.041467	0.032141	-0.007121	0.004685	-0.011764	0.00698	-0.006631
S_01175	indica	0.23442	0.038326	-0.009669	0.026303	0.013202	-0.008497	-0.015105	0.031546	-0.020559	0.036532
S_01176	indica	0.315544	0.004672	0.005284	-0.003189	-0.019349	0.01886	-0.01159	-0.001851	0.042472	0.003998
S_01177	indica	0.34599	0.075711	0.01729	0.014751	0.03917	-0.004108	-0.010461	-0.002458	-0.022681	-0.017202
S_01178	indica	0.172849	0.040893	0.008586	-0.006003	-0.010588	-0.015873	-0.023997	-0.020786	-0.032918	0.004624
S_01179	indica	0.221446	-0.052445	0.002021	0.010351	0.01337	-0.005072	0.007762	0.004407	-0.034365	0.023723
S_01180	indica	0.23154	0.005093	0.01172	0.026911	-0.025616	0.047563	-0.011891	-0.02111	-0.036698	-0.019332
S_01181	indica	0.199959	-0.052473	-0.025964	0.013847	-0.041024	-0.022341	0.042492	0.009281	-0.004707	0.004148
S_01182	indica	0.2101	0.014631	0.003283	0.004122	0.0033	-0.011419	-0.011469	0.023399	-0.018267	0.001861
S_01183	indica	0.122504	-0.100103	-0.019408	-0.01023	0.006108	0.027194	-0.009601	-0.002847	-0.006264	0.033635
S_01184	indica	0.24578	-0.045768	0.011986	-0.009599	0.008103	-0.021654	-0.028126	-0.008924	-0.009021	-0.015935
S_01185	indica	0.176728	-0.023561	-0.019022	0.021461	0.010136	-0.002282	0.003168	0.021889	0.019371	0.01626
S_01186	indica	0.163832	0.094667	-0.007509	0.02005	0.008284	-0.000819	0.015898	-0.017589	-0.038091	0.028577
S_01187	indica	0.237065	-0.021357	0.007591	-0.01196	0.032342	0.00341	-0.016472	0.021531	0.02295	0.032338
S_01188	indica	0.092822	-0.037689	-0.009412	0.010998	0.023263	-0.00802	-0.006475	0.006518	0.014343	0.024476
S_01189	indica	0.113848	-0.098236	8e-05	-0.011487	0.025644	-0.009747	0.010165	-0.012559	0.047172	-0.01241
